Référence;"Code article";"Couleur (FR)";"Couleur (US)";Taille;"Famille (FR)";"Famille (US)";Marque;"Genre (FR)";"Genre (US)";EAN;QTÉ;"Descriptif (FR)";"Descriptif (US)";"Composition (FR)";Pays;"Code Douane";RRP;PVM;"Prix HT";"Prix HT (5+)";"Prix HT (10+)";"Prix HT DST"
"BAKIROU DB NAVY MEN 009";SZ1087H/GN;Marine;Navy;3XL;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116670196;1;"Dotée d'un design Decker mi-long, cette veste est fabriquée à partir de polyester et présente une coupe Regular. Elle possède une fermeture à boutons-pression sur la patte de boutonnage, une fermeture à zip dissimulée, des poignets ajustables et d'un poches au niveau de la poitrine. Conçue avec un col ajustable et lien de resserrage, cette veste est dotée d'une fente en bas du dos. Deux poches a pression avec badge sur le cote. Cette veste présente un fini déperlant durable (DWR) qui aidera à évacuer l'eau en cas de pluie légère.";"Featuring a mid-length Decker design, this jacket is made from polyester and has a regular fit. It features a snap button placket, a concealed zip fastening, adjustable cuffs, and chest pockets. Designed with an adjustable collar and drawstring, this jacket has a vent at the lower back. Two snap pockets with badges are located on the side. This jacket has a durable water repellent (DWR) finish that will help shed water in light rain.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BAKIROU DB OFF WHITE MEN 009";SZ1089H/GN;"Blanc cassé";"Off white";S;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116670288;1;"SPRING JACKET AVEC UNE CAPUCHE ET UN LIEN DE RESSERAGE DESSUS , PLUSIEURS POCHES SUR LE DEVANT ET UNE SUR LA MANCHES  ,BADGE SUR LA CAPUCHE SUR LE DEVANT";"SPRING JACKET WITH A HOOD AND A DRAWING TIE ON IT, SEVERAL POCKETS ON THE FRONT AND ONE ON THE SLEEVES, BADGE ON THE HOOD ON THE FRONT";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BAKIROU DB OFF WHITE MEN 009";SZ1089H/GN;"Blanc cassé";"Off white";M;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116670295;2;"SPRING JACKET AVEC UNE CAPUCHE ET UN LIEN DE RESSERAGE DESSUS , PLUSIEURS POCHES SUR LE DEVANT ET UNE SUR LA MANCHES  ,BADGE SUR LA CAPUCHE SUR LE DEVANT";"SPRING JACKET WITH A HOOD AND A DRAWING TIE ON IT, SEVERAL POCKETS ON THE FRONT AND ONE ON THE SLEEVES, BADGE ON THE HOOD ON THE FRONT";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BAKIROU DB OFF WHITE MEN 009";SZ1089H/GN;"Blanc cassé";"Off white";L;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116670301;3;"SPRING JACKET AVEC UNE CAPUCHE ET UN LIEN DE RESSERAGE DESSUS , PLUSIEURS POCHES SUR LE DEVANT ET UNE SUR LA MANCHES  ,BADGE SUR LA CAPUCHE SUR LE DEVANT";"SPRING JACKET WITH A HOOD AND A DRAWING TIE ON IT, SEVERAL POCKETS ON THE FRONT AND ONE ON THE SLEEVES, BADGE ON THE HOOD ON THE FRONT";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BAKIROU DB OFF WHITE MEN 009";SZ1089H/GN;"Blanc cassé";"Off white";XL;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116670318;3;"SPRING JACKET AVEC UNE CAPUCHE ET UN LIEN DE RESSERAGE DESSUS , PLUSIEURS POCHES SUR LE DEVANT ET UNE SUR LA MANCHES  ,BADGE SUR LA CAPUCHE SUR LE DEVANT";"SPRING JACKET WITH A HOOD AND A DRAWING TIE ON IT, SEVERAL POCKETS ON THE FRONT AND ONE ON THE SLEEVES, BADGE ON THE HOOD ON THE FRONT";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BAKIROU DB OFF WHITE MEN 009";SZ1089H/GN;"Blanc cassé";"Off white";2XL;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116670325;2;"SPRING JACKET AVEC UNE CAPUCHE ET UN LIEN DE RESSERAGE DESSUS , PLUSIEURS POCHES SUR LE DEVANT ET UNE SUR LA MANCHES  ,BADGE SUR LA CAPUCHE SUR LE DEVANT";"SPRING JACKET WITH A HOOD AND A DRAWING TIE ON IT, SEVERAL POCKETS ON THE FRONT AND ONE ON THE SLEEVES, BADGE ON THE HOOD ON THE FRONT";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BAKIROU DB OFF WHITE MEN 009";SZ1089H/GN;"Blanc cassé";"Off white";3XL;"Spring Jacket";"Spring Jacket";"Geographical Norway";Homme;Men;3543116670332;1;"SPRING JACKET AVEC UNE CAPUCHE ET UN LIEN DE RESSERAGE DESSUS , PLUSIEURS POCHES SUR LE DEVANT ET UNE SUR LA MANCHES  ,BADGE SUR LA CAPUCHE SUR LE DEVANT";"SPRING JACKET WITH A HOOD AND A DRAWING TIE ON IT, SEVERAL POCKETS ON THE FRONT AND ONE ON THE SLEEVES, BADGE ON THE HOOD ON THE FRONT";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLY BEIGE DB LADY 009";SZ1732F/GN;Beige;Beige;S/1;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697773;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BEIGE DB LADY 009";SZ1732F/GN;Beige;Beige;M/2;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697780;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BEIGE DB LADY 009";SZ1732F/GN;Beige;Beige;L/3;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697797;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BEIGE DB LADY 009";SZ1732F/GN;Beige;Beige;XL/4;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697803;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BEIGE DB LADY 009";SZ1732F/GN;Beige;Beige;2XL/5;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697810;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BLACK DB LADY 009";SZ1730F/GN;Noir;Black;S/1;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697650;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BLACK DB LADY 009";SZ1730F/GN;Noir;Black;M/2;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697667;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BLACK DB LADY 009";SZ1730F/GN;Noir;Black;L/3;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697674;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BLACK DB LADY 009";SZ1730F/GN;Noir;Black;XL/4;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697681;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY BLACK DB LADY 009";SZ1730F/GN;Noir;Black;2XL/5;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697698;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY NAVY DB LADY 009";SZ1731F/GN;Marine;Navy;S/1;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697711;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY NAVY DB LADY 009";SZ1731F/GN;Marine;Navy;M/2;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697728;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY NAVY DB LADY 009";SZ1731F/GN;Marine;Navy;L/3;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697735;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY NAVY DB LADY 009";SZ1731F/GN;Marine;Navy;XL/4;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697742;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY NAVY DB LADY 009";SZ1731F/GN;Marine;Navy;2XL/5;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697759;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY RED DB LADY 009";SZ1733F/GN;Rouge;Red;S/1;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697834;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY RED DB LADY 009";SZ1733F/GN;Rouge;Red;M/2;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697841;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY RED DB LADY 009";SZ1733F/GN;Rouge;Red;L/3;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697858;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY RED DB LADY 009";SZ1733F/GN;Rouge;Red;XL/4;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697865;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLY RED DB LADY 009";SZ1733F/GN;Rouge;Red;2XL/5;"Spring Jacket";"Spring Jacket";"Geographical Norway";Femme;Lady;3543116697872;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62024010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  BEIGE RM MEN 009";RBMSZ1832H/CP;Beige;Beige;S;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536717;1;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  BEIGE RM MEN 009";RBMSZ1832H/CP;Beige;Beige;M;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536724;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  BEIGE RM MEN 009";RBMSZ1832H/CP;Beige;Beige;L;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536731;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  BEIGE RM MEN 009";RBMSZ1832H/CP;Beige;Beige;XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536748;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  BEIGE RM MEN 009";RBMSZ1832H/CP;Beige;Beige;2XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536755;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  BEIGE RM MEN 009";RBMSZ1832H/CP;Beige;Beige;3XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536762;1;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  KAKI RM MEN 009";RBMSZ1831H/CP;Kaki;Kaki;S;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536649;1;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  KAKI RM MEN 009";RBMSZ1831H/CP;Kaki;Kaki;M;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536656;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  KAKI RM MEN 009";RBMSZ1831H/CP;Kaki;Kaki;L;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536663;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  KAKI RM MEN 009";RBMSZ1831H/CP;Kaki;Kaki;XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536670;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  KAKI RM MEN 009";RBMSZ1831H/CP;Kaki;Kaki;2XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536687;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  KAKI RM MEN 009";RBMSZ1831H/CP;Kaki;Kaki;3XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536694;1;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  NAVY RM MEN 009";RBMSZ1830H/CP;Marine;Navy;S;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536571;1;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  NAVY RM MEN 009";RBMSZ1830H/CP;Marine;Navy;M;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536588;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  NAVY RM MEN 009";RBMSZ1830H/CP;Marine;Navy;L;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536595;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  NAVY RM MEN 009";RBMSZ1830H/CP;Marine;Navy;XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536601;3;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  NAVY RM MEN 009";RBMSZ1830H/CP;Marine;Navy;2XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536618;2;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
"BARCILLYEAK  NAVY RM MEN 009";RBMSZ1830H/CP;Marine;Navy;3XL;"Spring Jacket";"Spring Jacket";"Canadian Peak";Homme;Men;3664138536625;1;"Jacket avec une capuche fixe , poches zippées sur les cotés , badge en pvc sur la poitrine , badge en pvc sur la manche , poignets réglables , badge sur la capuche , ouverture zip injecté sur le devant et poche poitrine.";"Jacket with a fixed hood, zipped pockets on the sides, PVC badge on the chest, PVC badge on the sleeve, adjustable cuffs, badge on the hood, injected zip opening on the front and chest pocket.";"100% Polyester";CHINE;62014010;139;0;31,00;29,00;27,00;NC
